Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Transactions_Last_1H,Card_Type,Card_Age,Transaction_Distance,ATM_Location_Profile,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
ATM_TXN_008535,USER_8701,1699.7,ATM Withdrawal,2025-04-18 10:21:00,76628.61,ATM Kiosk,Mumbai,ATM,0,0,4,3875.37,2,3,RuPay,99,6.4,Usual Area,PIN,0.0593,0,0
ATM_TXN_008536,USER_5635,3407.44,ATM Withdrawal,2025-01-07 18:09:00,147651.65,ATM Kiosk,Mumbai,ATM,0,0,4,4020.87,0,3,Mastercard,124,13.34,Nearby Area,PIN,0.1572,0,0
ATM_TXN_008537,USER_4784,2632.78,ATM Withdrawal,2025-06-03 14:43:00,106936.04,ATM Kiosk,Delhi,ATM,0,0,5,3185.57,2,1,Visa,168,9.18,Usual Area,PIN,0.3325,0,0
ATM_TXN_008538,USER_4630,2540.34,ATM Withdrawal,2025-06-10 19:08:00,94754.72,ATM Kiosk,Mumbai,ATM,0,0,7,3396.67,0,3,Visa,427,4.65,Usual Area,PIN,0.0223,0,0
ATM_TXN_008539,USER_2652,13016.23,ATM Withdrawal,2025-03-08 05:26:00,30549.99,ATM Kiosk,Hyderabad,ATM,0,0,15,1770.15,7,7,Visa,280,163.69,Out of Area,PIN,0.6708,1,1
ATM_TXN_008540,USER_5073,6504.7,ATM Withdrawal,2025-02-19 16:56:00,44066.65,ATM Kiosk,Bengaluru,ATM,0,0,6,4763.82,2,1,RuPay,166,15.34,Nearby Area,PIN,0.0318,0,0
ATM_TXN_008541,USER_9417,14.22,Mini Statement,2025-02-11 09:59:00,114808.28,ATM Kiosk,Delhi,ATM,0,0,6,4414.56,0,1,Visa,89,5.74,Usual Area,PIN,0.0437,0,0
ATM_TXN_008542,USER_3165,5265.37,ATM Withdrawal,2025-06-21 15:06:00,83285.73,ATM Kiosk,Chennai,ATM,0,0,7,3614.9,1,2,Mastercard,52,10.85,Nearby Area,Card + PIN,0.2118,1,0
ATM_TXN_008543,USER_5864,4075.16,ATM Withdrawal,2025-04-17 09:38:00,47640.58,ATM Kiosk,Delhi,ATM,0,0,2,8258.49,2,2,Visa,228,16.84,Nearby Area,PIN,0.1372,0,0
ATM_TXN_008544,USER_4889,0.0,Balance Inquiry,2025-05-10 18:47:00,136242.48,ATM Kiosk,Bengaluru,ATM,0,0,4,1777.3,2,0,Mastercard,103,16.94,Nearby Area,PIN,0.1475,1,0
ATM_TXN_008545,USER_8424,0.0,Balance Inquiry,2025-03-26 21:18:00,184839.34,ATM Kiosk,Bengaluru,ATM,0,1,8,7695.28,1,1,Mastercard,436,8.84,Usual Area,Card + PIN,0.3833,0,0
ATM_TXN_008546,USER_3965,4248.27,ATM Withdrawal,2025-05-18 14:28:00,121758.91,ATM Kiosk,Bengaluru,ATM,0,0,8,4536.38,1,1,Visa,436,5.78,Usual Area,Biometric,0.1643,1,0
ATM_TXN_008547,USER_9639,5038.16,ATM Withdrawal,2025-01-22 21:35:00,101241.34,ATM Kiosk,Hyderabad,ATM,0,1,8,6467.7,0,3,RuPay,454,0.73,Usual Area,PIN,0.2796,0,1
ATM_TXN_008548,USER_1590,10325.42,ATM Withdrawal,2025-02-13 00:06:00,2282.53,ATM Kiosk,Hyderabad,ATM,0,0,13,3023.53,6,7,RuPay,161,197.01,Out of Area,Card + PIN,0.6326,0,1
ATM_TXN_008549,USER_3339,28.88,Mini Statement,2025-01-21 11:55:00,42956.67,ATM Kiosk,Chennai,ATM,0,0,6,3006.35,2,3,Visa,266,12.72,Nearby Area,PIN,0.0708,0,0
ATM_TXN_008550,USER_8749,5631.31,ATM Withdrawal,2025-05-04 16:57:00,58991.9,ATM Kiosk,Bengaluru,ATM,0,0,3,5060.84,0,3,Mastercard,471,2.57,Usual Area,PIN,0.1909,1,0
ATM_TXN_008551,USER_8576,13635.6,ATM Withdrawal,2025-01-02 02:05:00,117376.39,ATM Kiosk,Hyderabad,ATM,0,1,15,1845.88,2,8,Visa,407,227.97,Out of Area,OTP,0.8004,0,1
ATM_TXN_008552,USER_5722,0.0,Balance Inquiry,2025-04-30 02:23:00,141033.49,ATM Kiosk,Delhi,ATM,0,1,5,2696.79,7,4,Visa,66,197.43,Out of Area,Card + PIN,0.873,0,1
ATM_TXN_008553,USER_8747,3534.39,ATM Withdrawal,2025-06-01 21:49:00,57874.47,ATM Kiosk,Mumbai,ATM,0,0,5,2188.43,0,0,Amex,467,5.54,Usual Area,Card + PIN,0.3844,1,1
ATM_TXN_008554,USER_2624,7870.27,Cash Deposit,2025-06-20 21:43:00,86115.53,ATM Kiosk,Mumbai,ATM,0,0,7,3659.49,0,3,RuPay,461,7.08,Usual Area,PIN,0.0835,0,0
ATM_TXN_008555,USER_6531,0.0,Balance Inquiry,2025-04-24 09:38:00,163079.43,ATM Kiosk,Hyderabad,ATM,0,0,7,11698.18,0,1,Mastercard,229,11.92,Nearby Area,PIN,0.1361,0,0
ATM_TXN_008556,USER_4181,11290.95,ATM Withdrawal,2025-04-17 11:20:00,92572.46,ATM Kiosk,Delhi,ATM,0,0,7,10994.88,1,3,RuPay,205,8.75,Usual Area,PIN,0.1267,0,0
ATM_TXN_008557,USER_1579,3854.31,ATM Withdrawal,2025-05-06 07:04:00,95079.44,ATM Kiosk,Delhi,ATM,0,0,5,5025.66,1,1,Mastercard,446,12.99,Nearby Area,PIN,0.1152,0,0
ATM_TXN_008558,USER_8214,0.0,Balance Inquiry,2025-06-13 19:47:00,131284.12,ATM Kiosk,Hyderabad,ATM,0,0,2,4426.45,2,3,Amex,239,14.46,Nearby Area,PIN,0.0725,0,0
ATM_TXN_008559,USER_3422,7935.04,ATM Withdrawal,2025-02-22 18:27:00,24307.98,ATM Kiosk,Chennai,ATM,0,0,2,8200.92,0,1,RuPay,101,11.5,Nearby Area,OTP,0.4905,1,1
ATM_TXN_008560,USER_1681,0.0,Balance Inquiry,2025-02-11 03:42:00,11872.67,ATM Kiosk,Hyderabad,ATM,0,0,6,1048.67,3,4,Visa,85,147.66,Out of Area,PIN,0.8257,0,1
ATM_TXN_008561,USER_1069,0.0,Balance Inquiry,2025-05-23 11:33:00,22390.25,ATM Kiosk,Mumbai,ATM,0,0,2,2858.96,1,1,RuPay,123,6.05,Usual Area,PIN,0.1221,0,0
ATM_TXN_008562,USER_1723,9.16,Mini Statement,2025-04-15 16:36:00,76227.03,ATM Kiosk,Delhi,ATM,0,0,8,10365.57,2,0,RuPay,273,5.2,Usual Area,Card + PIN,0.1682,0,0
ATM_TXN_008563,USER_3169,10924.42,ATM Withdrawal,2025-02-14 06:27:00,82282.71,ATM Kiosk,Bengaluru,ATM,0,0,16,2739.3,7,6,Mastercard,417,211.4,Out of Area,Card + PIN,0.5952,0,1
ATM_TXN_008564,USER_9558,7658.9,ATM Withdrawal,2025-01-06 06:26:00,73168.78,ATM Kiosk,Delhi,ATM,1,0,12,5132.72,2,5,Mastercard,162,224.11,Out of Area,Card + PIN,0.6858,0,1
ATM_TXN_008565,USER_4586,6457.9,Cash Deposit,2025-02-09 09:40:00,89814.78,ATM Kiosk,Chennai,ATM,0,0,4,6137.58,0,0,RuPay,451,15.1,Nearby Area,PIN,0.1665,1,0
ATM_TXN_008566,USER_3232,21.55,Mini Statement,2025-02-23 16:00:00,113917.2,ATM Kiosk,Delhi,ATM,0,0,2,1852.16,0,3,Amex,269,17.34,Nearby Area,Card + PIN,0.0937,1,0
ATM_TXN_008567,USER_8699,15597.33,ATM Withdrawal,2025-06-25 01:29:00,142651.02,ATM Kiosk,Bengaluru,ATM,0,0,7,2735.1,2,7,Mastercard,334,120.08,Out of Area,PIN,0.9171,0,1
ATM_TXN_008568,USER_4551,0.0,Balance Inquiry,2025-02-21 02:52:00,67718.57,ATM Kiosk,Chennai,ATM,0,0,17,3499.97,2,4,RuPay,121,247.27,Out of Area,PIN,0.7487,0,1
ATM_TXN_008569,USER_4961,2837.89,ATM Withdrawal,2025-02-27 16:01:00,61986.26,ATM Kiosk,Mumbai,ATM,0,0,6,5769.06,0,2,RuPay,411,13.05,Nearby Area,Biometric,0.1145,0,0
ATM_TXN_008570,USER_8941,13.93,Mini Statement,2025-02-11 09:39:00,112041.48,ATM Kiosk,Chennai,ATM,0,0,6,5234.7,0,2,Mastercard,98,16.44,Nearby Area,PIN,0.0535,0,0
ATM_TXN_008571,USER_9085,8699.06,ATM Withdrawal,2025-05-30 04:57:00,76892.02,ATM Kiosk,Chennai,ATM,0,1,12,2232.87,3,3,Visa,158,186.97,Out of Area,OTP,0.724,0,1
ATM_TXN_008572,USER_3518,413.52,ATM Withdrawal,2025-03-03 07:42:00,79077.82,ATM Kiosk,Chennai,ATM,0,0,8,3554.32,0,2,Mastercard,404,10.98,Nearby Area,Biometric,0.2127,0,0
ATM_TXN_008573,USER_6378,0.0,Balance Inquiry,2025-02-26 15:57:00,139533.85,ATM Kiosk,Mumbai,ATM,0,0,5,5003.68,2,1,Mastercard,165,8.73,Usual Area,PIN,0.1198,0,0
ATM_TXN_008574,USER_6812,2171.33,ATM Withdrawal,2025-05-23 13:42:00,51078.67,ATM Kiosk,Delhi,ATM,0,1,6,7599.64,2,1,Mastercard,311,13.39,Nearby Area,Card + PIN,0.5151,0,1
ATM_TXN_008575,USER_9934,17405.0,ATM Withdrawal,2025-01-31 02:15:00,127897.07,ATM Kiosk,Chennai,ATM,0,0,14,2185.84,5,8,Mastercard,197,130.87,Out of Area,Biometric,0.9772,0,1
ATM_TXN_008576,USER_6601,4189.82,ATM Withdrawal,2025-04-15 07:06:00,96116.91,ATM Kiosk,Delhi,ATM,0,0,7,6078.81,0,3,Amex,51,1.29,Usual Area,Card + PIN,0.1446,0,0
ATM_TXN_008577,USER_9932,12082.12,ATM Withdrawal,2025-03-05 01:50:00,121052.09,ATM Kiosk,Delhi,ATM,0,0,15,3386.27,2,8,Visa,313,251.92,Out of Area,Card + PIN,0.8423,0,1
ATM_TXN_008578,USER_8408,0.0,Balance Inquiry,2025-02-03 01:49:00,29794.55,ATM Kiosk,Hyderabad,ATM,0,0,18,4540.76,3,8,RuPay,379,123.28,Out of Area,Card + PIN,0.7377,0,1
ATM_TXN_008579,USER_6313,15224.02,Cash Deposit,2025-05-17 02:04:00,85475.75,ATM Kiosk,Hyderabad,ATM,1,0,6,362.97,4,6,Mastercard,200,87.38,Out of Area,OTP,0.9018,1,1
ATM_TXN_008580,USER_5447,3926.25,ATM Withdrawal,2025-04-13 21:42:00,58778.9,ATM Kiosk,Hyderabad,ATM,0,0,6,5122.5,0,3,Mastercard,439,15.39,Nearby Area,PIN,0.1303,1,0
ATM_TXN_008581,USER_7226,13.72,Mini Statement,2025-06-01 13:58:00,82813.12,ATM Kiosk,Bengaluru,ATM,0,1,4,5900.87,1,2,Mastercard,427,2.79,Usual Area,Card + PIN,0.3278,1,0
ATM_TXN_008582,USER_5005,8982.09,ATM Withdrawal,2025-05-22 02:03:00,112165.64,ATM Kiosk,Hyderabad,ATM,0,0,12,3247.16,7,4,RuPay,190,281.82,Out of Area,Card + PIN,0.7571,0,1
ATM_TXN_008583,USER_9605,3528.99,ATM Withdrawal,2025-06-07 10:26:00,102508.27,ATM Kiosk,Hyderabad,ATM,0,0,6,5820.76,2,1,RuPay,440,8.18,Usual Area,Card + PIN,0.2578,1,0
ATM_TXN_008584,USER_6593,0.0,Balance Inquiry,2025-03-14 21:54:00,66414.08,ATM Kiosk,Bengaluru,ATM,0,0,1,3822.66,2,1,Visa,350,9.72,Usual Area,PIN,0.111,0,0
ATM_TXN_008585,USER_7928,1550.07,ATM Withdrawal,2025-02-03 12:08:00,137783.97,ATM Kiosk,Bengaluru,ATM,0,0,7,5825.36,2,0,Amex,426,12.5,Nearby Area,Card + PIN,0.1625,0,0
ATM_TXN_008586,USER_5936,3868.05,ATM Withdrawal,2025-06-16 09:41:00,94697.5,ATM Kiosk,Hyderabad,ATM,0,0,1,3368.44,2,2,RuPay,305,1.14,Usual Area,PIN,0.1494,0,0
ATM_TXN_008587,USER_8500,9604.2,Cash Deposit,2025-01-18 10:19:00,99511.27,ATM Kiosk,Hyderabad,ATM,0,1,8,6410.91,2,2,Mastercard,301,0.68,Usual Area,PIN,0.2892,1,0
ATM_TXN_008588,USER_1398,16.18,Mini Statement,2025-03-12 18:03:00,101808.09,ATM Kiosk,Delhi,ATM,0,0,1,2376.7,0,2,RuPay,440,0.74,Usual Area,PIN,0.1944,0,0
ATM_TXN_008589,USER_5597,1954.42,ATM Withdrawal,2025-02-23 13:59:00,124340.5,ATM Kiosk,Mumbai,ATM,0,0,2,10424.13,2,1,Mastercard,142,4.29,Usual Area,PIN,0.1888,1,0
ATM_TXN_008590,USER_2266,2103.76,ATM Withdrawal,2025-01-29 16:47:00,100706.29,ATM Kiosk,Bengaluru,ATM,0,0,3,6411.74,0,3,Visa,316,14.67,Nearby Area,PIN,0.2017,0,0
ATM_TXN_008591,USER_7297,29.38,Mini Statement,2025-01-02 20:20:00,57208.55,ATM Kiosk,Hyderabad,ATM,0,0,3,0.0,0,2,RuPay,90,1.48,Usual Area,Biometric,0.0617,0,0
ATM_TXN_008592,USER_1286,2071.76,ATM Withdrawal,2025-01-29 18:27:00,110789.87,ATM Kiosk,Mumbai,ATM,0,0,3,5104.14,2,2,Visa,382,9.42,Usual Area,PIN,0.097,0,0
ATM_TXN_008593,USER_7101,3261.47,ATM Withdrawal,2025-03-02 19:03:00,136083.43,ATM Kiosk,Hyderabad,ATM,0,0,1,2853.49,0,0,Visa,154,12.61,Nearby Area,OTP,0.55,1,0
ATM_TXN_008594,USER_9346,8.6,Mini Statement,2025-01-17 13:31:00,58260.62,ATM Kiosk,Mumbai,ATM,0,0,2,1232.81,2,3,Visa,400,0.64,Usual Area,PIN,0.2409,0,0
ATM_TXN_008595,USER_9158,7095.18,ATM Withdrawal,2025-03-29 16:12:00,96065.21,ATM Kiosk,Mumbai,ATM,0,0,2,6090.43,1,0,Amex,227,10.51,Nearby Area,Biometric,0.181,1,0
ATM_TXN_008596,USER_2441,4747.26,Cash Deposit,2025-02-13 19:14:00,500.0,ATM Kiosk,Hyderabad,ATM,0,0,4,4045.21,0,3,RuPay,416,9.04,Usual Area,Card + PIN,0.1019,0,0
ATM_TXN_008597,USER_3789,6.77,Mini Statement,2025-02-24 21:45:00,81418.04,ATM Kiosk,Mumbai,ATM,0,0,4,5284.55,0,2,Mastercard,280,2.79,Usual Area,Card + PIN,0.1687,0,0
ATM_TXN_008598,USER_9521,19.99,Mini Statement,2025-05-14 14:22:00,91850.69,ATM Kiosk,Delhi,ATM,0,0,4,4129.66,2,0,Visa,397,8.07,Usual Area,Card + PIN,0.0896,0,0
ATM_TXN_008599,USER_3671,9964.59,Cash Deposit,2025-02-28 14:15:00,69545.25,ATM Kiosk,Hyderabad,ATM,0,0,2,6871.94,0,3,Visa,435,15.76,Nearby Area,Card + PIN,0.1113,0,0
ATM_TXN_008600,USER_1169,7177.75,Cash Deposit,2025-02-04 05:06:00,99828.5,ATM Kiosk,Delhi,ATM,1,1,18,908.27,3,7,Visa,268,109.08,Out of Area,PIN,0.8258,0,1
ATM_TXN_008601,USER_9548,1352.18,ATM Withdrawal,2025-03-20 07:00:00,83964.44,ATM Kiosk,Mumbai,ATM,0,0,1,0.0,0,1,RuPay,272,10.59,Nearby Area,PIN,0.232,0,0
ATM_TXN_008602,USER_4361,7075.58,ATM Withdrawal,2025-04-15 01:44:00,106886.5,ATM Kiosk,Delhi,ATM,0,1,10,2852.63,5,7,RuPay,146,178.01,Out of Area,Biometric,0.8116,0,1
ATM_TXN_008603,USER_5380,8274.98,Cash Deposit,2025-01-28 09:05:00,111040.07,ATM Kiosk,Bengaluru,ATM,0,0,7,275.67,0,1,Visa,259,5.24,Usual Area,Biometric,0.1608,0,0
ATM_TXN_008604,USER_7548,3110.62,ATM Withdrawal,2025-01-27 11:53:00,96206.38,ATM Kiosk,Chennai,ATM,0,0,7,3512.43,0,0,Visa,181,5.2,Usual Area,PIN,0.2208,0,0
ATM_TXN_008605,USER_6476,3965.23,Cash Deposit,2025-03-04 16:00:00,75969.77,ATM Kiosk,Hyderabad,ATM,0,0,8,6713.8,2,3,Visa,48,8.84,Usual Area,PIN,0.1699,0,0
ATM_TXN_008606,USER_9822,14.31,Mini Statement,2025-01-26 02:38:00,129930.44,ATM Kiosk,Chennai,ATM,1,1,12,4534.09,7,4,Visa,94,205.81,Out of Area,PIN,0.8553,1,1
ATM_TXN_008607,USER_6504,6303.27,ATM Withdrawal,2025-01-07 03:11:00,145625.09,ATM Kiosk,Bengaluru,ATM,0,0,11,998.01,7,5,Visa,281,207.06,Out of Area,Card + PIN,0.6796,0,1
ATM_TXN_008608,USER_6944,4816.14,ATM Withdrawal,2025-04-08 13:46:00,120459.79,ATM Kiosk,Bengaluru,ATM,0,0,6,5626.11,0,1,Visa,199,11.6,Nearby Area,Biometric,0.1216,0,0
ATM_TXN_008609,USER_6149,4831.07,ATM Withdrawal,2025-04-24 20:44:00,14830.74,ATM Kiosk,Mumbai,ATM,0,0,8,1484.99,0,3,Mastercard,219,3.43,Usual Area,OTP,0.2113,0,0
ATM_TXN_008610,USER_1118,6783.84,ATM Withdrawal,2025-06-01 03:27:00,148989.06,ATM Kiosk,Bengaluru,ATM,1,0,5,4255.39,3,8,Mastercard,433,153.92,Out of Area,Card + PIN,0.6967,1,1
ATM_TXN_008611,USER_7556,1386.4,ATM Withdrawal,2025-02-27 14:44:00,108271.43,ATM Kiosk,Bengaluru,ATM,0,0,6,530.78,0,3,RuPay,294,13.64,Nearby Area,OTP,0.1125,0,0
ATM_TXN_008612,USER_9930,1885.61,ATM Withdrawal,2025-02-04 10:12:00,86821.49,ATM Kiosk,Chennai,ATM,0,0,8,1311.35,2,2,Visa,64,5.44,Usual Area,PIN,0.0684,0,0
ATM_TXN_008613,USER_5092,19.65,Mini Statement,2025-01-26 05:08:00,55237.28,ATM Kiosk,Hyderabad,ATM,0,0,18,1101.37,2,5,Visa,467,145.4,Out of Area,PIN,0.7262,1,1
ATM_TXN_008614,USER_5290,0.0,Balance Inquiry,2025-01-11 09:18:00,139963.08,ATM Kiosk,Chennai,ATM,0,0,1,854.22,0,0,Visa,453,15.14,Nearby Area,PIN,0.1265,1,1
ATM_TXN_008615,USER_6853,5006.57,Cash Deposit,2025-02-15 07:46:00,101301.38,ATM Kiosk,Delhi,ATM,0,0,5,6192.21,2,2,Mastercard,153,13.91,Nearby Area,PIN,0.2106,1,0
ATM_TXN_008616,USER_1819,4706.03,ATM Withdrawal,2025-01-07 21:20:00,103927.63,ATM Kiosk,Bengaluru,ATM,0,0,7,5499.34,0,0,Visa,326,7.76,Usual Area,Biometric,0.1268,0,0
ATM_TXN_008617,USER_6042,4360.31,ATM Withdrawal,2025-06-14 21:52:00,43085.5,ATM Kiosk,Chennai,ATM,0,0,1,3018.42,0,0,RuPay,226,3.79,Usual Area,Card + PIN,0.4318,1,0
ATM_TXN_008618,USER_9464,3444.22,ATM Withdrawal,2025-01-08 14:18:00,73783.26,ATM Kiosk,Bengaluru,ATM,0,0,7,3985.63,2,1,RuPay,151,0.57,Usual Area,PIN,0.1585,0,0
ATM_TXN_008619,USER_1837,3659.96,ATM Withdrawal,2025-05-28 21:29:00,71512.69,ATM Kiosk,Chennai,ATM,0,0,3,3355.77,2,1,Visa,196,0.09,Usual Area,PIN,0.1074,0,0
ATM_TXN_008620,USER_7607,5218.53,ATM Withdrawal,2025-01-31 07:15:00,102026.9,ATM Kiosk,Chennai,ATM,0,0,7,7200.06,1,2,Mastercard,121,7.15,Usual Area,PIN,0.0353,0,0
ATM_TXN_008621,USER_1364,2972.18,Cash Deposit,2025-03-21 13:53:00,42180.9,ATM Kiosk,Hyderabad,ATM,0,1,5,5067.8,0,1,Visa,372,12.78,Nearby Area,PIN,0.2951,0,0
ATM_TXN_008622,USER_2621,1660.83,Cash Deposit,2025-01-05 12:30:00,75876.42,ATM Kiosk,Delhi,ATM,0,0,8,3255.88,1,0,Visa,362,10.55,Nearby Area,PIN,0.0798,1,0
ATM_TXN_008623,USER_2145,2819.59,ATM Withdrawal,2025-06-17 18:55:00,148855.08,ATM Kiosk,Hyderabad,ATM,0,0,6,9351.51,2,3,RuPay,216,8.68,Usual Area,Card + PIN,0.1833,0,0
ATM_TXN_008624,USER_9479,0.0,Balance Inquiry,2025-05-24 18:02:00,171969.88,ATM Kiosk,Hyderabad,ATM,0,1,3,1699.92,2,2,Visa,290,6.18,Usual Area,Card + PIN,0.2769,1,0
ATM_TXN_008625,USER_3433,4320.82,ATM Withdrawal,2025-06-04 06:42:00,95113.72,ATM Kiosk,Delhi,ATM,0,0,17,2962.98,2,7,RuPay,272,89.68,Out of Area,OTP,0.5914,0,1
ATM_TXN_008626,USER_5017,4397.23,ATM Withdrawal,2025-05-27 18:38:00,141864.02,ATM Kiosk,Hyderabad,ATM,0,0,8,5207.86,1,3,RuPay,33,5.58,Usual Area,Card + PIN,0.2558,0,0
ATM_TXN_008627,USER_2318,9850.64,ATM Withdrawal,2025-04-22 02:46:00,73337.11,ATM Kiosk,Bengaluru,ATM,0,0,18,1397.36,6,3,Visa,389,143.55,Out of Area,OTP,0.7332,0,1
ATM_TXN_008628,USER_4465,11464.19,ATM Withdrawal,2025-03-03 22:31:00,68470.1,ATM Kiosk,Chennai,ATM,0,0,12,1843.61,2,3,RuPay,198,273.19,Out of Area,OTP,0.7283,0,1
ATM_TXN_008629,USER_2013,14443.25,Cash Deposit,2025-05-08 10:07:00,38753.9,ATM Kiosk,Hyderabad,ATM,0,0,2,4729.47,2,1,Amex,455,6.86,Usual Area,PIN,0.1563,0,0
ATM_TXN_008630,USER_6174,13806.34,ATM Withdrawal,2025-04-11 23:49:00,79122.39,ATM Kiosk,Mumbai,ATM,0,1,12,5511.98,7,5,Mastercard,162,80.91,Out of Area,PIN,0.847,0,1
ATM_TXN_008631,USER_1634,5896.2,ATM Withdrawal,2025-04-08 02:17:00,78926.56,ATM Kiosk,Hyderabad,ATM,1,0,12,444.83,6,3,RuPay,479,140.21,Out of Area,PIN,0.6956,0,1
ATM_TXN_008632,USER_9802,14.8,Mini Statement,2025-02-10 19:49:00,115003.73,ATM Kiosk,Hyderabad,ATM,0,0,3,4720.63,1,1,Visa,418,9.66,Usual Area,OTP,0.0444,0,0
ATM_TXN_008633,USER_4409,1523.53,ATM Withdrawal,2025-03-06 11:15:00,51660.01,ATM Kiosk,Mumbai,ATM,0,0,7,0.0,1,3,RuPay,290,11.81,Nearby Area,PIN,0.0575,0,1
ATM_TXN_008634,USER_9818,7573.26,ATM Withdrawal,2025-03-19 04:07:00,133416.27,ATM Kiosk,Delhi,ATM,0,0,14,3067.54,6,8,Amex,347,249.01,Out of Area,PIN,0.6838,0,1
ATM_TXN_008635,USER_9245,5231.48,ATM Withdrawal,2025-02-07 18:00:00,6367.01,ATM Kiosk,Hyderabad,ATM,0,0,2,5744.98,0,1,Visa,230,1.33,Usual Area,PIN,0.1425,0,0
ATM_TXN_008636,USER_8708,4025.46,Cash Deposit,2025-04-27 17:53:00,106067.74,ATM Kiosk,Mumbai,ATM,0,0,5,5776.36,2,3,Visa,468,17.57,Nearby Area,PIN,0.1672,1,0
ATM_TXN_008637,USER_7179,7741.75,ATM Withdrawal,2025-04-23 00:50:00,80128.37,ATM Kiosk,Bengaluru,ATM,0,0,15,4355.71,6,8,RuPay,173,82.69,Out of Area,PIN,0.7286,0,1
ATM_TXN_008638,USER_8426,2730.91,ATM Withdrawal,2025-02-24 10:09:00,500.0,ATM Kiosk,Hyderabad,ATM,0,0,5,5357.32,1,3,Visa,424,10.33,Nearby Area,PIN,0.2431,0,0
ATM_TXN_008639,USER_1329,9478.14,ATM Withdrawal,2025-01-08 19:19:00,500.0,ATM Kiosk,Chennai,ATM,0,0,3,3294.31,0,3,Visa,194,2.2,Usual Area,Biometric,0.1561,0,0
ATM_TXN_008640,USER_2162,3683.99,ATM Withdrawal,2025-05-29 07:06:00,70703.03,ATM Kiosk,Bengaluru,ATM,0,0,4,3760.08,1,0,Mastercard,367,9.57,Usual Area,PIN,0.0978,0,0
ATM_TXN_008641,USER_8685,9742.84,ATM Withdrawal,2025-05-21 09:46:00,84083.71,ATM Kiosk,Chennai,ATM,0,0,2,5265.01,2,3,Mastercard,48,0.47,Usual Area,Card + PIN,0.1692,0,0
ATM_TXN_008642,USER_4337,0.0,Balance Inquiry,2025-04-14 11:06:00,116725.95,ATM Kiosk,Bengaluru,ATM,0,0,7,8283.22,0,1,RuPay,31,13.87,Nearby Area,PIN,0.1559,0,0
ATM_TXN_008643,USER_2618,11329.72,ATM Withdrawal,2025-05-02 22:24:00,107075.48,ATM Kiosk,Mumbai,ATM,0,0,9,1314.84,4,6,Visa,398,276.48,Out of Area,OTP,0.743,0,1
ATM_TXN_008644,USER_4408,2802.4,ATM Withdrawal,2025-01-04 13:43:00,53118.84,ATM Kiosk,Chennai,ATM,0,0,5,1421.22,2,0,Mastercard,189,12.29,Nearby Area,OTP,0.2611,1,1
ATM_TXN_008645,USER_3167,6903.81,Cash Deposit,2025-01-03 15:17:00,51468.75,ATM Kiosk,Bengaluru,ATM,0,0,5,7339.23,1,3,Amex,253,2.93,Usual Area,Card + PIN,0.1503,0,0
ATM_TXN_008646,USER_9005,13846.37,ATM Withdrawal,2025-04-24 01:19:00,113517.85,ATM Kiosk,Delhi,ATM,0,0,7,1860.5,6,3,RuPay,358,146.79,Out of Area,PIN,0.8218,0,1
ATM_TXN_008647,USER_1570,6.51,Mini Statement,2025-01-29 05:04:00,500.0,ATM Kiosk,Mumbai,ATM,0,0,18,4712.16,7,8,Visa,149,109.36,Out of Area,Card + PIN,0.7334,0,1
ATM_TXN_008648,USER_6079,0.0,Balance Inquiry,2025-01-03 16:13:00,55328.22,ATM Kiosk,Chennai,ATM,0,0,8,7176.15,2,2,Mastercard,401,13.18,Nearby Area,PIN,0.0533,0,0
ATM_TXN_008649,USER_4066,0.0,Balance Inquiry,2025-06-18 17:08:00,45688.89,ATM Kiosk,Bengaluru,ATM,0,0,1,7146.64,0,3,Visa,342,0.18,Usual Area,PIN,0.01,0,0
ATM_TXN_008650,USER_4246,4243.5,ATM Withdrawal,2025-03-29 06:21:00,112847.1,ATM Kiosk,Hyderabad,ATM,0,0,6,0.0,2,5,Visa,464,271.3,Out of Area,PIN,0.6044,1,1
ATM_TXN_008651,USER_6644,28.25,Mini Statement,2025-02-05 18:14:00,25132.19,ATM Kiosk,Hyderabad,ATM,0,0,6,6879.98,2,1,Visa,444,11.14,Nearby Area,PIN,0.0992,0,0
ATM_TXN_008652,USER_9518,0.0,Balance Inquiry,2025-03-08 17:41:00,85994.3,ATM Kiosk,Bengaluru,ATM,0,1,6,4209.13,0,0,RuPay,353,1.87,Usual Area,PIN,0.2104,1,0
ATM_TXN_008653,USER_2305,5610.16,Cash Deposit,2025-01-13 18:27:00,102535.15,ATM Kiosk,Delhi,ATM,0,0,3,7817.66,1,0,RuPay,332,2.74,Usual Area,Card + PIN,0.0918,0,0
ATM_TXN_008654,USER_1443,9116.81,ATM Withdrawal,2025-03-25 12:53:00,45672.3,ATM Kiosk,Bengaluru,ATM,0,0,7,4909.5,1,1,RuPay,434,3.41,Usual Area,PIN,0.01,0,0
ATM_TXN_008655,USER_8009,7750.9,ATM Withdrawal,2025-02-24 21:58:00,156667.29,ATM Kiosk,Delhi,ATM,0,0,4,9267.7,2,2,Amex,79,13.13,Nearby Area,PIN,0.1424,0,1
